source_index,source_id,latitude,longitude,matched,pano_id,split
137,node/351506484,51.5090359,-0.1268017,True,pano_137,test
138,node/351509979,51.5086138,-0.1256001,True,pano_138,validation
139,node/370711678,51.5095096,-0.1242842,True,pano_139,test
140,node/442691373,51.5051838,-0.1294797,True,pano_140,train
141,node/449547053,51.5075625,-0.127076,True,pano_141,train
142,node/452514269,51.5086827,-0.1238806,True,pano_142,validation
143,node/452514276,51.5088593,-0.1241516,True,pano_143,validation
144,node/452514295,51.5082657,-0.1256766,True,pano_144,train
145,node/452514296,51.5081979,-0.125554,True,pano_145,train
146,node/452514321,51.5081055,-0.126056,True,pano_146,train
147,node/452514328,51.5078591,-0.1255963,True,pano_147,train
148,node/452514368,51.5079814,-0.1253193,True,pano_148,train
149,node/452514386,51.5070494,-0.1240463,True,pano_149,train
150,node/452515765,51.5058947,-0.1269774,True,pano_150,train
151,node/454543312,51.5064471,-0.1317024,True,pano_151,train
152,node/469780726,51.5103189,-0.1219193,True,pano_152,test
153,node/566201804,51.5080693,-0.1239368,True,pano_153,train
154,node/566201807,51.5083638,-0.1251716,True,pano_154,train
155,node/566202803,51.5089367,-0.1305994,True,pano_155,validation
156,node/566202809,51.5088512,-0.1305394,True,pano_156,validation
157,node/566202812,51.5088125,-0.1306025,True,pano_157,validation
158,node/566202817,51.5086684,-0.1305109,True,pano_158,validation
159,node/573320947,51.5080704,-0.1240528,True,pano_159,train
160,node/603749190,51.5035903,-0.1359046,False,,
161,node/603749191,51.504125,-0.1328341,True,pano_161,train
162,node/632673456,51.5074604,-0.1288439,True,pano_162,train
163,node/639259210,51.5097147,-0.1300302,True,pano_163,test
164,node/639259211,51.5095319,-0.1295054,True,pano_164,test
165,node/639259214,51.5097821,-0.1295425,True,pano_165,test
166,node/686339678,51.5030177,-0.1377337,False,,
167,node/720890829,51.5077365,-0.1232292,True,pano_167,train
168,node/799284725,51.5038673,-0.1315642,True,pano_168,train
169,node/799284774,51.5037412,-0.1316802,True,pano_169,train
170,node/799284816,51.5039348,-0.131523,True,pano_170,train
171,node/826724221,51.5085978,-0.1246137,True,pano_171,validation
172,node/849731781,51.5076474,-0.1246201,True,pano_172,train
173,node/853293993,51.5064518,-0.1296941,True,pano_173,train
174,node/853294005,51.5058032,-0.1312528,True,pano_174,train
175,node/873549204,51.5064451,-0.1236176,True,pano_175,train
176,node/873549223,51.5075376,-0.1228426,True,pano_176,train
177,node/957208648,51.505371,-0.1311363,True,pano_177,train
178,node/957208655,51.5051557,-0.1311182,True,pano_178,train
179,node/957208665,51.5054691,-0.1312371,True,pano_179,train
180,node/1102994236,51.5085703,-0.1270208,True,pano_180,validation
181,node/1102994238,51.5095192,-0.1274865,True,pano_181,test
182,node/1102994241,51.5092153,-0.1272718,True,pano_182,test
183,node/1104386138,51.5094829,-0.1261646,True,pano_183,test
184,node/1106056846,51.5106453,-0.1210919,True,pano_184,test
185,node/1106056847,51.5098144,-0.1230959,True,pano_185,test
186,node/1106056855,51.5102319,-0.1221404,True,pano_186,test
187,node/1106056856,51.5086259,-0.1254902,True,pano_187,validation
188,node/1106056858,51.5104881,-0.1215012,True,pano_188,test
189,node/1106056861,51.5096933,-0.1233705,True,pano_189,test
190,node/1106056863,51.5110098,-0.1201147,False,,
191,node/1106056866,51.510013,-0.1226653,True,pano_191,test
192,node/1106056876,51.5093166,-0.1241382,True,pano_192,test
193,node/1106056878,51.5108331,-0.1205906,False,,
194,node/1110150385,51.5076041,-0.1284283,True,pano_194,train
195,node/1139318696,51.5063989,-0.1254226,True,pano_195,train
196,node/1139318698,51.506062,-0.1267035,True,pano_196,train
197,node/1139318714,51.5060091,-0.1268974,True,pano_197,train
198,node/1188939726,51.5077609,-0.131168,True,pano_198,train
199,node/1188939728,51.5073997,-0.1304649,True,pano_199,train
200,node/1188939747,51.5084737,-0.1300572,True,pano_200,validation
201,node/1188939749,51.5075373,-0.1300382,True,pano_201,train
202,node/1188939752,51.5077927,-0.1303634,True,pano_202,train
203,node/1188939772,51.5076486,-0.130284,True,pano_203,train
204,node/1201169692,51.507918,-0.1255257,True,pano_204,train
205,node/1201169871,51.507869,-0.1255938,True,pano_205,train
206,node/1239525636,51.5070131,-0.1276653,True,pano_206,train
207,node/1239525639,51.5082191,-0.1289906,True,pano_207,train
208,node/1239525644,51.5076037,-0.1283561,True,pano_208,train
209,node/1239525647,51.5075466,-0.1288421,True,pano_209,train
210,node/1239525650,51.5080512,-0.1268008,True,pano_210,train
211,node/1239525662,51.5069652,-0.1276236,True,pano_211,train
212,node/1239525667,51.5074872,-0.1279544,True,pano_212,train
213,node/1239525670,51.50703,-0.1276929,True,pano_213,train
214,node/1239525671,51.5071684,-0.1278095,True,pano_214,train
215,node/1239525674,51.5081616,-0.1289624,True,pano_215,train
216,node/1239525675,51.506995,-0.1278334,True,pano_216,train
217,node/1239525682,51.5080414,-0.1268291,True,pano_217,train
218,node/1239525686,51.5076792,-0.1287694,True,pano_218,train
219,node/1239525687,51.5085981,-0.1262276,True,pano_219,validation
220,node/1239525688,51.5068357,-0.1279811,True,pano_220,train
221,node/1239525690,51.5070339,-0.1277503,True,pano_221,train
222,node/1239525696,51.5068514,-0.1279015,True,pano_222,train
223,node/1239525697,51.5075765,-0.1276298,True,pano_223,train
224,node/1239525700,51.5069635,-0.1276387,True,pano_224,train
225,node/1239525701,51.5071742,-0.1276743,True,pano_225,train
226,node/1239525704,51.5082858,-0.1293399,True,pano_226,train
227,node/1239525705,51.5069342,-0.128137,True,pano_227,train
228,node/1239525708,51.5073626,-0.1280276,True,pano_228,train
229,node/1239525711,51.5076302,-0.1287461,True,pano_229,train
230,node/1239525719,51.5066731,-0.1265863,True,pano_230,train
231,node/1239525727,51.5080408,-0.1268688,True,pano_231,train
232,node/1239525728,51.5067113,-0.1266483,True,pano_232,train
233,node/1239525729,51.5075557,-0.1274518,True,pano_233,train
234,node/1239525733,51.5069936,-0.1276538,True,pano_234,train
235,node/1239525734,51.507193,-0.1278902,True,pano_235,train
236,node/1239525737,51.5082967,-0.1291767,True,pano_236,train
237,node/1239525738,51.507032,-0.1277877,True,pano_237,train
238,node/1239525752,51.5079586,-0.1271506,True,pano_238,train
239,node/1239525758,51.5069726,-0.1279598,True,pano_239,train
240,node/1239525762,51.5079185,-0.1270329,True,pano_240,train
241,node/1239525763,51.5067627,-0.1275218,True,pano_241,train
242,node/1239525767,51.5070184,-0.127846,True,pano_242,train
243,node/1239525771,51.5075397,-0.1274053,True,pano_243,train
244,node/1272858584,51.5079679,-0.1242861,True,pano_244,train
245,node/1272863596,51.5078196,-0.1246471,True,pano_245,train
246,node/1272863610,51.5078759,-0.1243486,True,pano_246,train
247,node/1272863618,51.5079598,-0.1241896,True,pano_247,train
248,node/1272866514,51.5079696,-0.1242084,True,pano_248,train
249,node/1272866515,51.50819,-0.1248491,True,pano_249,train
250,node/1272866516,51.5078756,-0.1247549,True,pano_250,train
251,node/1272866517,51.5078828,-0.1243622,True,pano_251,train
252,node/1272866518,51.5083316,-0.1251124,True,pano_252,train
253,node/1274040741,51.5073218,-0.1282501,True,pano_253,train
254,node/1274040743,51.5085537,-0.1259455,True,pano_254,validation
255,node/1274040744,51.5081699,-0.1253149,True,pano_255,train
256,node/1274040745,51.5074625,-0.1272837,True,pano_256,train
257,node/1274040746,51.5087346,-0.1248549,True,pano_257,validation
258,node/1274040747,51.5075085,-0.1272218,True,pano_258,train
259,node/1274040750,51.5078204,-0.1273055,True,pano_259,train
260,node/1274040751,51.5079624,-0.1269556,True,pano_260,train
261,node/1274043002,51.5074318,-0.1279371,True,pano_261,train
262,node/1274053703,51.5079237,-0.1272766,True,pano_262,train
263,node/1274053704,51.5074179,-0.1276131,True,pano_263,train
264,node/1278032910,51.5086627,-0.1247279,True,pano_264,validation
265,node/1278032912,51.5081668,-0.1261563,True,pano_265,train
266,node/1364501986,51.5070362,-0.1277218,True,pano_266,train
267,node/1465091726,51.5060694,-0.1271906,True,pano_267,train
268,node/1465091863,51.5060744,-0.1271578,True,pano_268,train
269,node/1497135176,51.508444,-0.1250543,True,pano_269,validation
270,node/1497135177,51.5085005,-0.1257197,True,pano_270,validation
271,node/1497135179,51.5083378,-0.1254953,True,pano_271,train
272,node/1497135187,51.5087114,-0.1253286,True,pano_272,validation
273,node/1497135188,51.5082722,-0.1253022,True,pano_273,train
274,node/1531272560,51.5067687,-0.1285852,True,pano_274,train
275,node/1531272561,51.506661,-0.1286567,True,pano_275,train
276,node/1531272586,51.5067187,-0.1287029,True,pano_276,train
277,node/1538931290,51.5052454,-0.1266856,True,pano_277,train
278,node/1538931292,51.5051858,-0.127083,True,pano_278,train
279,node/1538931293,51.5066939,-0.1274892,True,pano_279,train
280,node/1538931316,51.5065613,-0.1274191,True,pano_280,train
281,node/1538931318,51.5052222,-0.1268239,True,pano_281,train
282,node/1539480548,51.5078693,-0.1255376,True,pano_282,train
283,node/1571982051,51.5090252,-0.125793,True,pano_283,validation
284,node/1587616047,51.505154,-0.1247072,True,pano_284,train
285,node/1587616049,51.5057737,-0.1244532,True,pano_285,train
286,node/1587616056,51.5055651,-0.1245387,True,pano_286,train
287,node/1587616057,51.5061678,-0.1242942,True,pano_287,train
288,node/1598214612,51.5072848,-0.132127,True,pano_288,train
289,node/1614846605,51.5094059,-0.1239508,True,pano_289,test
290,node/1614846607,51.5094912,-0.1243756,True,pano_290,test
291,node/1614846610,51.5095456,-0.1242481,True,pano_291,test
292,node/1614846616,51.5095737,-0.1242361,True,pano_292,test
293,node/1614846675,51.5101087,-0.1247827,True,pano_293,test
294,node/1637789398,51.5076092,-0.1281744,True,pano_294,train
295,node/1637789400,51.5076674,-0.1277359,True,pano_295,train
296,node/1637789401,51.507717,-0.1275104,True,pano_296,train
297,node/1637789404,51.5077627,-0.130353,True,pano_297,train
298,node/1637789413,51.5078616,-0.1303622,True,pano_298,train
299,node/1637789471,51.5081662,-0.128917,True,pano_299,train
300,node/1637789480,51.5082084,-0.1288706,True,pano_300,train
301,node/1637789487,51.5082574,-0.1288236,True,pano_301,train
302,node/1637789490,51.5082675,-0.1288026,True,pano_302,train
303,node/1637789493,51.5083253,-0.1291068,True,pano_303,train
304,node/1637789500,51.5083587,-0.1289758,True,pano_304,train
305,node/1637789501,51.5083752,-0.1281903,True,pano_305,train
306,node/1637789502,51.5084275,-0.1294864,True,pano_306,validation
307,node/1637789510,51.5084154,-0.1274206,True,pano_307,validation
308,node/1637789511,51.5084231,-0.1273714,True,pano_308,validation
309,node/1637789515,51.5084256,-0.127427,True,pano_309,validation
310,node/1637789519,51.5084681,-0.1274958,True,pano_310,validation
311,node/1637789522,51.5084755,-0.1275608,True,pano_311,validation
312,node/1637789538,51.5086094,-0.1273775,True,pano_312,validation
313,node/1637789577,51.5089357,-0.1295569,True,pano_313,validation
314,node/1637789598,51.5093046,-0.1287631,True,pano_314,test
315,node/1637789599,51.5093085,-0.1289748,True,pano_315,test
316,node/1637789602,51.5093243,-0.1290521,True,pano_316,test
317,node/1637789604,51.5094039,-0.1290996,True,pano_317,test
318,node/1637789608,51.5094394,-0.1273697,True,pano_318,test
319,node/1637789617,51.5095335,-0.129134,True,pano_319,test
320,node/1637789621,51.5095488,-0.1285036,True,pano_320,test
321,node/1637789629,51.5096702,-0.1277731,True,pano_321,test
322,node/1637831150,51.5076462,-0.1304097,True,pano_322,train
323,node/1637831151,51.5076686,-0.1310392,True,pano_323,train
324,node/1637831172,51.507696,-0.1303935,True,pano_324,train
325,node/1637831175,51.5077052,-0.1311359,True,pano_325,train
326,node/1637831207,51.5078006,-0.1311992,True,pano_326,train
327,node/1637831214,51.507831,-0.1311058,True,pano_327,train
328,node/1637831255,51.5089238,-0.1297892,True,pano_328,validation
329,node/1637831283,51.5095288,-0.129887,True,pano_329,test
330,node/1637831408,51.5097145,-0.1299579,True,pano_330,test
331,node/1637831444,51.5097551,-0.1299596,True,pano_331,test
332,node/1637831476,51.5097665,-0.1295229,True,pano_332,test
333,node/1637831620,51.5099439,-0.1300191,True,pano_333,test
334,node/1645919670,51.5082672,-0.1253504,True,pano_334,train
335,node/1645919673,51.5085374,-0.1259183,True,pano_335,validation
336,node/1660481244,51.5073796,-0.1281817,True,pano_336,train
337,node/1660481256,51.5076423,-0.1278848,True,pano_337,train
338,node/1660481264,51.5076511,-0.1286403,True,pano_338,train
339,node/1660481466,51.5078683,-0.1272662,True,pano_339,train
340,node/1660481739,51.508196,-0.1287374,True,pano_340,train
341,node/1678452739,51.5094617,-0.1270414,True,pano_341,test
342,node/1678452740,51.5094721,-0.1271368,True,pano_342,test
343,node/1678452741,51.5094619,-0.1272906,True,pano_343,test
344,node/1678452742,51.5094642,-0.1268019,True,pano_344,test
345,node/1678452743,51.5095232,-0.127046,True,pano_345,test
346,node/1678452744,51.5095249,-0.1273485,True,pano_346,test
347,node/1678452745,51.5094926,-0.1274408,True,pano_347,test
348,node/1678452747,51.5095406,-0.127235,True,pano_348,test
349,node/1678452749,51.509536,-0.1271345,True,pano_349,test
350,node/1697691548,51.5078746,-0.1268986,True,pano_350,train
351,node/1717756572,51.5036768,-0.1334209,True,pano_351,train
352,node/1717756599,51.5032344,-0.1340812,True,pano_352,train
353,node/1717756618,51.5035136,-0.1336434,True,pano_353,train
354,node/1717756620,51.5038114,-0.133242,True,pano_354,train
355,node/1717756657,51.5034363,-0.1337593,True,pano_355,train
356,node/1717756659,51.5031823,-0.1341723,True,pano_356,train
357,node/1717762371,51.5042077,-0.1307624,True,pano_357,train
358,node/1729508660,51.5102971,-0.126911,True,pano_358,test
359,node/1737601113,51.5047997,-0.1333917,True,pano_359,train
360,node/1835289526,51.509332,-0.1285427,True,pano_360,test
361,node/1938580020,51.5055024,-0.1266553,True,pano_361,train
362,node/1938580032,51.5071809,-0.1280465,True,pano_362,train
363,node/1938580042,51.5076896,-0.1309581,True,pano_363,train
364,node/1938580044,51.5077294,-0.1303494,True,pano_364,train
365,node/1938580046,51.5077974,-0.1310668,True,pano_365,train
366,node/1938580047,51.5077449,-0.1274337,True,pano_366,train
367,node/1938580049,51.5078265,-0.1303693,True,pano_367,train
368,node/1938580050,51.5088496,-0.1272244,True,pano_368,validation
369,node/1938580054,51.5094538,-0.1269025,True,pano_369,test
370,node/1944317618,51.5072831,-0.1299002,True,pano_370,train
371,node/1944317624,51.5074163,-0.1290105,True,pano_371,train
372,node/1947257506,51.5086193,-0.1255508,True,pano_372,validation
373,node/1947257511,51.5092941,-0.1240252,True,pano_373,test
374,node/1947257512,51.5093119,-0.1272996,True,pano_374,test
375,node/1947257513,51.5093419,-0.124087,True,pano_375,test
376,node/1947257514,51.5094778,-0.1272265,True,pano_376,test
377,node/1947276620,51.5104584,-0.1215798,True,pano_377,test
378,node/1979188146,51.5079707,-0.1268908,True,pano_378,train
379,node/2058516812,51.5059921,-0.1299213,True,pano_379,train
380,node/2058516813,51.5054198,-0.1297197,True,pano_380,train
381,node/2058516816,51.506155,-0.1300842,True,pano_381,train
382,node/2058516821,51.5062438,-0.1292614,True,pano_382,train
383,node/2105659653,51.5090425,-0.1246758,True,pano_383,test
384,node/2214988206,51.5073527,-0.1321875,True,pano_384,train
385,node/2214988209,51.5076382,-0.1313586,True,pano_385,train
386,node/2214988212,51.5076553,-0.131303,True,pano_386,train
387,node/2214988215,51.5074739,-0.1318358,True,pano_387,train
388,node/2321071816,51.5090389,-0.1272385,True,pano_388,test
389,node/2321071820,51.5090567,-0.1258498,True,pano_389,test
390,node/2338578962,51.5088076,-0.1249743,True,pano_390,validation
391,node/2338578968,51.5088126,-0.125137,True,pano_391,validation
392,node/2338578984,51.5088355,-0.1250955,True,pano_392,validation
393,node/2345097899,51.508957,-0.1303362,True,pano_393,validation
394,node/2345097900,51.5089491,-0.1303874,True,pano_394,validation
395,node/2345097933,51.5090458,-0.13057,True,pano_395,test
396,node/2345097936,51.5090543,-0.1304664,True,pano_396,test
397,node/2345097937,51.5090599,-0.1307738,True,pano_397,test
398,node/2345097938,51.5090628,-0.1304125,True,pano_398,test
399,node/2345097948,51.5091194,-0.1304548,True,pano_399,test
400,node/2389991891,51.5049735,-0.1265758,True,pano_400,train
401,node/2389991893,51.5050475,-0.1264412,True,pano_401,train
402,node/2389991898,51.5049961,-0.1264184,True,pano_402,train
403,node/2390005217,51.5071681,-0.1274392,True,pano_403,train
404,node/2390005218,51.5069268,-0.1274449,True,pano_404,train
405,node/2390005220,51.5071218,-0.1276556,True,pano_405,train
406,node/2390005221,51.5070058,-0.1275247,True,pano_406,train
407,node/2390005222,51.5072192,-0.1275108,True,pano_407,train
408,node/2390005223,51.5061994,-0.12707,True,pano_408,train
409,node/2390005956,51.5050529,-0.126609,True,pano_409,train
410,node/2390008564,51.5060888,-0.1269446,True,pano_410,train
411,node/2390008566,51.5061143,-0.1269589,True,pano_411,train
412,node/2390008567,51.5058012,-0.1269324,True,pano_412,train
413,node/2390008569,51.5059782,-0.127022,True,pano_413,train
414,node/2390036481,51.5078715,-0.1267293,True,pano_414,train
415,node/2390036490,51.5078038,-0.1268363,True,pano_415,train
416,node/2390036493,51.5078037,-0.1270122,True,pano_416,train
417,node/2390036495,51.5077421,-0.126936,True,pano_417,train
418,node/2390036497,51.5079132,-0.1271447,True,pano_418,train
419,node/2390036502,51.5078588,-0.1271425,True,pano_419,train
420,node/2390036505,51.50771,-0.1270414,True,pano_420,train
421,node/2390036511,51.5077657,-0.1271063,True,pano_421,train
422,node/2390039150,51.5077926,-0.1271657,True,pano_422,train
423,node/2390039151,51.5077616,-0.1272004,True,pano_423,train
424,node/2390039152,51.507649,-0.1274781,True,pano_424,train
425,node/2390039431,51.5075694,-0.1274965,True,pano_425,train
426,node/2390039432,51.5075756,-0.1275562,True,pano_426,train
427,node/2467911855,51.5067291,-0.1285013,True,pano_427,train
428,node/2538676640,51.5073206,-0.1270539,True,pano_428,train
429,node/2538676644,51.5069856,-0.1251663,True,pano_429,train
430,node/2549111514,51.5075514,-0.1286464,True,pano_430,train
431,node/2549111517,51.5075716,-0.1286907,True,pano_431,train
432,node/2554821722,51.5040336,-0.1314975,True,pano_432,train
433,node/2554821725,51.5036849,-0.1317624,True,pano_433,train
434,node/2564873525,51.5087403,-0.1249691,True,pano_434,validation
435,node/2564873529,51.509027,-0.1244302,True,pano_435,validation
436,node/2564873531,51.5086637,-0.1258361,True,pano_436,validation
437,node/2564873536,51.5086469,-0.1270579,True,pano_437,validation
438,node/2564873538,51.5089144,-0.1246373,True,pano_438,validation
439,node/2564873542,51.5088588,-0.1251264,True,pano_439,validation
440,node/2564873543,51.5093727,-0.1241276,True,pano_440,test
441,node/2564873545,51.5086804,-0.1255351,True,pano_441,validation
442,node/2612448628,51.5085772,-0.1255779,True,pano_442,validation
443,node/2612448632,51.5086611,-0.125949,True,pano_443,validation
444,node/2612448640,51.5086118,-0.1259487,True,pano_444,validation
445,node/2620415112,51.5060001,-0.1256023,True,pano_445,train
446,node/2620416030,51.5061386,-0.1243693,True,pano_446,train
447,node/2620416036,51.5061997,-0.1242184,True,pano_447,train
448,node/2620932404,51.5037183,-0.1360136,False,,
449,node/2725915897,51.5068153,-0.1237332,True,pano_449,train
450,node/2725915898,51.5068471,-0.1237302,True,pano_450,train
451,node/2725915899,51.506872,-0.1237435,True,pano_451,train
452,node/2725915900,51.5068951,-0.1237754,True,pano_452,train
453,node/2726744866,51.5081844,-0.128875,True,pano_453,train
454,node/2726744867,51.5082278,-0.1288591,True,pano_454,train
455,node/2726744868,51.5082452,-0.1288413,True,pano_455,train
456,node/2726744872,51.5083928,-0.1275628,True,pano_456,validation
