pano_id,latitude,longitude,rank,satellite,dy_px,dx_px,inside_640px_tile,distance_px
pano_1006,51.508629,-0.129755,4,satellite_51.508776_-0.128892.png,175.6,641.7,False,665.2926047988209
pano_1007,51.508716,-0.127862,1,satellite_51.508776_-0.128034.png,71.7,-127.9,True,146.62639598653445
pano_1007,51.508716,-0.127862,2,satellite_51.508776_-0.127175.png,71.7,510.8,False,515.8076482565957
pano_1007,51.508716,-0.127862,3,satellite_51.508242_-0.128034.png,-566.2,-127.9,False,580.4660627461351
pano_1007,51.508716,-0.127862,4,satellite_51.509311_-0.128034.png,710.8,-127.9,False,722.2153764632818
pano_1008,51.508538,-0.128525,1,satellite_51.508776_-0.128892.png,284.3,-272.9,True,394.0823517997222
pano_1008,51.508538,-0.128525,2,satellite_51.508242_-0.128892.png,-353.6,-272.9,False,446.6624788360894
pano_1008,51.508538,-0.128525,3,satellite_51.508776_-0.128034.png,284.3,365.1,False,462.73588579231676
pano_1008,51.508538,-0.128525,4,satellite_51.508242_-0.128034.png,-353.6,365.1,False,508.2626978246584
pano_1009,51.508656,-0.128065,1,satellite_51.508776_-0.128034.png,143.4,23.0,True,145.23277866927975
pano_1009,51.508656,-0.128065,2,satellite_51.508242_-0.128034.png,-494.6,23.0,False,495.1344867811169
pano_1009,51.508656,-0.128065,3,satellite_51.508776_-0.128892.png,143.4,-614.9,False,631.3996911624205
pano_1009,51.508656,-0.128065,4,satellite_51.508776_-0.127175.png,143.4,661.7,False,677.0601524236972
pano_101,51.506751,-0.12799,1,satellite_51.506640_-0.128034.png,-132.6,-32.7,True,136.5725082145012
pano_101,51.506751,-0.12799,2,satellite_51.507174_-0.128034.png,505.3,-32.7,False,506.35696894582185
pano_101,51.506751,-0.12799,3,satellite_51.506640_-0.127175.png,-132.6,606.0,False,620.3376177534295
pano_101,51.506751,-0.12799,4,satellite_51.506640_-0.128892.png,-132.6,-670.6,False,683.584025559404
pano_1010,51.50858,-0.128515,1,satellite_51.508776_-0.128892.png,234.1,-280.3,True,365.19980832415564
pano_1010,51.50858,-0.128515,2,satellite_51.508776_-0.128034.png,234.1,357.6,False,427.41147621466604
pano_1010,51.50858,-0.128515,3,satellite_51.508242_-0.128892.png,-403.8,-280.3,False,491.55114688097314
pano_1010,51.50858,-0.128515,4,satellite_51.508242_-0.128034.png,-403.8,357.6,False,539.3813122457989
pano_1011,51.508842,-0.129197,1,satellite_51.508776_-0.128892.png,-78.8,226.8,True,240.09931278535555
pano_1011,51.508842,-0.129197,2,satellite_51.508776_-0.129750.png,-78.8,-411.2,False,418.6823139326523
pano_1011,51.508842,-0.129197,3,satellite_51.509311_-0.128892.png,560.3,226.8,False,604.4620170035499
pano_1011,51.508842,-0.129197,4,satellite_51.509311_-0.129750.png,560.3,-411.2,False,694.9975035926387
pano_1012,51.508883,-0.129517,1,satellite_51.508776_-0.129750.png,-127.8,-173.2,True,215.24655630230183
pano_1012,51.508883,-0.129517,2,satellite_51.508776_-0.128892.png,-127.8,464.7,False,481.95324462026394
pano_1012,51.508883,-0.129517,3,satellite_51.509311_-0.129750.png,511.3,-173.2,False,539.8388000134855
pano_1012,51.508883,-0.129517,4,satellite_51.509311_-0.128892.png,511.3,464.7,False,690.9224124313814
pano_1013,51.508953,-0.129755,1,satellite_51.508776_-0.129750.png,-211.4,3.7,True,211.43237689625494
pano_1013,51.508953,-0.129755,2,satellite_51.509311_-0.129750.png,427.7,3.7,False,427.71600390913596
pano_1013,51.508953,-0.129755,3,satellite_51.508776_-0.130608.png,-211.4,-634.2,False,668.5054973595954
pano_1013,51.508953,-0.129755,4,satellite_51.508776_-0.128892.png,-211.4,641.7,False,675.6247849213349
pano_1014,51.508741,-0.129671,1,satellite_51.508776_-0.129750.png,41.8,-58.7,True,72.06198720546082
pano_1014,51.508741,-0.129671,2,satellite_51.508776_-0.128892.png,41.8,579.2,False,580.7063629752993
pano_1014,51.508741,-0.129671,3,satellite_51.508242_-0.129750.png,-596.1,-58.7,False,598.9832218017464
pano_1014,51.508741,-0.129671,4,satellite_51.509311_-0.129750.png,680.9,-58.7,False,683.4255628815768
pano_1015,51.50877,-0.129586,1,satellite_51.508776_-0.129750.png,7.2,-121.9,True,122.11244817789873
pano_1015,51.50877,-0.129586,2,satellite_51.508776_-0.128892.png,7.2,516.0,False,516.0502301133098
pano_1015,51.50877,-0.129586,3,satellite_51.508242_-0.129750.png,-630.7,-121.9,False,642.3722441077292
pano_1015,51.50877,-0.129586,4,satellite_51.509311_-0.129750.png,646.3,-121.9,False,657.695446236326
pano_1016,51.508592,-0.128438,1,satellite_51.508776_-0.128034.png,219.8,300.4,True,372.22600661426117
pano_1016,51.508592,-0.128438,2,satellite_51.508776_-0.128892.png,219.8,-337.6,False,402.8471174031161
pano_1016,51.508592,-0.128438,3,satellite_51.508242_-0.128034.png,-418.1,300.4,False,514.8279032841946
pano_1016,51.508592,-0.128438,4,satellite_51.508242_-0.128892.png,-418.1,-337.6,False,537.3838200020541
pano_1017,51.508617,-0.128292,1,satellite_51.508776_-0.128034.png,189.9,191.8,True,269.9060021563063
pano_1017,51.508617,-0.128292,2,satellite_51.508776_-0.128892.png,189.9,-446.1,False,484.8373129205301
pano_1017,51.508617,-0.128292,3,satellite_51.508242_-0.128034.png,-448.0,191.8,False,487.33072958720754
pano_1017,51.508617,-0.128292,4,satellite_51.508242_-0.128892.png,-448.0,-446.1,False,632.2256005572694
pano_1018,51.508849,-0.129523,1,satellite_51.508776_-0.129750.png,-87.2,-168.8,True,189.99284197042795
pano_1018,51.508849,-0.129523,2,satellite_51.508776_-0.128892.png,-87.2,469.2,False,477.2341982716662
pano_1018,51.508849,-0.129523,3,satellite_51.509311_-0.129750.png,551.9,-168.8,False,577.1369421549794
pano_1018,51.508849,-0.129523,4,satellite_51.509311_-0.128892.png,551.9,469.2,False,724.3909510754535
pano_1019,51.508811,-0.129614,1,satellite_51.508776_-0.129750.png,-41.8,-101.1,True,109.4004113337788
pano_1019,51.508811,-0.129614,2,satellite_51.508776_-0.128892.png,-41.8,536.8,False,538.4249994196034
pano_1019,51.508811,-0.129614,3,satellite_51.509311_-0.129750.png,597.3,-101.1,False,605.7957576609463
pano_1019,51.508811,-0.129614,4,satellite_51.508242_-0.129750.png,-679.7,-101.1,False,687.1777790353818
pano_102,51.507058,-0.128437,1,satellite_51.507174_-0.128034.png,138.6,299.6,True,330.10622532754513
pano_102,51.507058,-0.128437,2,satellite_51.507174_-0.128892.png,138.6,-338.3,False,365.5910967187248
pano_102,51.507058,-0.128437,3,satellite_51.506640_-0.128034.png,-499.3,299.6,False,582.2891463869132
pano_102,51.507058,-0.128437,4,satellite_51.506640_-0.128892.png,-499.3,-338.3,False,603.1147320369483
pano_1020,51.508841,-0.12961,1,satellite_51.508776_-0.129750.png,-77.6,-104.1,True,129.84055606781726
pano_1020,51.508841,-0.12961,2,satellite_51.508776_-0.128892.png,-77.6,533.8,False,539.4109750459291
pano_1020,51.508841,-0.12961,3,satellite_51.509311_-0.129750.png,561.5,-104.1,False,571.0683496745377
pano_1020,51.508841,-0.12961,4,satellite_51.508242_-0.129750.png,-715.6,-104.1,False,723.132194000516
pano_1021,51.508713,-0.129459,1,satellite_51.508776_-0.129750.png,75.3,-216.4,True,229.1267116684565
pano_1021,51.508713,-0.129459,2,satellite_51.508776_-0.128892.png,75.3,421.6,False,428.27170114309445
pano_1021,51.508713,-0.129459,3,satellite_51.508242_-0.129750.png,-562.7,-216.4,False,602.8766457576542
pano_1021,51.508713,-0.129459,4,satellite_51.508242_-0.128892.png,-562.7,421.6,False,703.1200822050242
pano_1022,51.508621,-0.128021,1,satellite_51.508776_-0.128034.png,185.2,-9.7,True,185.45384870635604
pano_1022,51.508621,-0.128021,2,satellite_51.508242_-0.128034.png,-452.8,-9.7,False,452.9038860508927
pano_1022,51.508621,-0.128021,3,satellite_51.508776_-0.127175.png,185.2,629.0,False,655.6981317649152
pano_1022,51.508621,-0.128021,4,satellite_51.508776_-0.128892.png,185.2,-647.6,False,673.5612815475664
pano_1023,51.508806,-0.129387,1,satellite_51.508776_-0.129750.png,-35.8,-269.9,True,272.26393444597096
pano_1023,51.508806,-0.129387,2,satellite_51.508776_-0.128892.png,-35.8,368.0,False,369.73725806307374
pano_1023,51.508806,-0.129387,3,satellite_51.509311_-0.129750.png,603.3,-269.9,False,660.9212509822936
pano_1023,51.508806,-0.129387,4,satellite_51.509311_-0.128892.png,603.3,368.0,False,706.678774267347
pano_1024,51.508649,-0.128306,1,satellite_51.508776_-0.128034.png,151.7,202.2,True,252.7800031648073
pano_1024,51.508649,-0.128306,2,satellite_51.508776_-0.128892.png,151.7,-435.7,False,461.3538555165655
pano_1024,51.508649,-0.128306,3,satellite_51.508242_-0.128034.png,-486.2,202.2,False,526.569349658713
pano_1024,51.508649,-0.128306,4,satellite_51.508242_-0.128892.png,-486.2,-435.7,False,652.8590429794168
pano_1025,51.50878,-0.129538,1,satellite_51.508776_-0.129750.png,-4.8,-157.6,True,157.67307950312886
pano_1025,51.50878,-0.129538,2,satellite_51.508776_-0.128892.png,-4.8,480.3,False,480.32398441052266
pano_1025,51.50878,-0.129538,3,satellite_51.509311_-0.129750.png,634.3,-157.6,False,653.5856868077818
pano_1025,51.50878,-0.129538,4,satellite_51.508242_-0.129750.png,-642.7,-157.6,False,661.7409236249486
pano_1026,51.508454,-0.129562,1,satellite_51.508242_-0.129750.png,-253.3,-139.8,True,289.3180429907544
pano_1026,51.508454,-0.129562,2,satellite_51.508776_-0.129750.png,384.7,-139.8,False,409.314219151986
pano_1026,51.508454,-0.129562,3,satellite_51.508242_-0.128892.png,-253.3,498.2,False,558.8954553402631
pano_1026,51.508454,-0.129562,4,satellite_51.508776_-0.128892.png,384.7,498.2,False,629.4420783519322
pano_1027,51.508671,-0.12942,1,satellite_51.508776_-0.129750.png,125.4,-245.4,True,275.5835989314313
pano_1027,51.508671,-0.12942,2,satellite_51.508776_-0.128892.png,125.4,392.6,False,412.14065560194376
pano_1027,51.508671,-0.12942,3,satellite_51.508242_-0.129750.png,-512.5,-245.4,False,568.2230283964211
pano_1027,51.508671,-0.12942,4,satellite_51.508242_-0.128892.png,-512.5,392.6,False,645.5935331150708
pano_1028,51.508744,-0.129414,1,satellite_51.508776_-0.129750.png,38.2,-249.8,True,252.70393744459147
pano_1028,51.508744,-0.129414,2,satellite_51.508776_-0.128892.png,38.2,388.1,False,389.97544794512385
pano_1028,51.508744,-0.129414,3,satellite_51.508242_-0.129750.png,-599.7,-249.8,False,649.6461575350077
pano_1028,51.508744,-0.129414,4,satellite_51.508242_-0.128892.png,-599.7,388.1,False,714.3260460042039
pano_1029,51.508546,-0.129485,1,satellite_51.508776_-0.129750.png,274.8,-197.0,True,338.11838163578153
pano_1029,51.508546,-0.129485,2,satellite_51.508242_-0.129750.png,-363.2,-197.0,False,413.1866890401964
pano_1029,51.508546,-0.129485,3,satellite_51.508776_-0.128892.png,274.8,440.9,False,519.5265633247254
pano_1029,51.508546,-0.129485,4,satellite_51.508242_-0.128892.png,-363.2,440.9,False,571.2329209700715
pano_103,51.50699,-0.128101,1,satellite_51.507174_-0.128034.png,219.8,49.8,True,225.37098304795143
pano_103,51.50699,-0.128101,2,satellite_51.506640_-0.128034.png,-418.1,49.8,False,421.0554001553715
pano_103,51.50699,-0.128101,3,satellite_51.507174_-0.128892.png,219.8,-588.1,False,627.8325015479845
pano_103,51.50699,-0.128101,4,satellite_51.506640_-0.128892.png,-418.1,-588.1,False,721.5741264762755
pano_1030,51.50873,-0.129569,1,satellite_51.508776_-0.129750.png,55.0,-134.6,True,145.40343874888242
pano_1030,51.50873,-0.129569,2,satellite_51.508776_-0.128892.png,55.0,503.4,False,506.39565558957946
pano_1030,51.50873,-0.129569,3,satellite_51.508242_-0.129750.png,-583.0,-134.6,False,598.3361596962029
pano_1030,51.50873,-0.129569,4,satellite_51.509311_-0.129750.png,694.1,-134.6,False,707.0303883143921
pano_1031,51.508536,-0.128524,1,satellite_51.508776_-0.128892.png,286.7,-273.6,True,396.30020186722084
pano_1031,51.508536,-0.128524,2,satellite_51.508242_-0.128892.png,-351.2,-273.6,False,445.19478882844084
pano_1031,51.508536,-0.128524,3,satellite_51.508776_-0.128034.png,286.7,364.3,False,463.58535352187306
pano_1031,51.508536,-0.128524,4,satellite_51.508242_-0.128034.png,-351.2,364.3,False,506.0196932926623
pano_1032,51.508642,-0.128148,1,satellite_51.508776_-0.128034.png,160.1,84.8,True,181.1713277535935
pano_1032,51.508642,-0.128148,2,satellite_51.508242_-0.128034.png,-477.8,84.8,False,485.26681320692023
pano_1032,51.508642,-0.128148,3,satellite_51.508776_-0.128892.png,160.1,-553.2,False,575.9012502156945
pano_1032,51.508642,-0.128148,4,satellite_51.508242_-0.128892.png,-477.8,-553.2,False,730.9740624673354
pano_1033,51.508556,-0.127791,1,satellite_51.508776_-0.128034.png,262.8,-180.7,True,318.9299766406413
pano_1033,51.508556,-0.127791,2,satellite_51.508242_-0.128034.png,-375.1,-180.7,False,416.3562176790447
pano_1033,51.508556,-0.127791,3,satellite_51.508776_-0.127175.png,262.8,458.0,False,528.0415135195339
pano_1033,51.508556,-0.127791,4,satellite_51.508242_-0.127175.png,-375.1,458.0,False,592.0000084459459
pano_1034,51.509434,-0.127608,1,satellite_51.509311_-0.128034.png,-146.9,-316.7,True,349.11101386235293
pano_1034,51.509434,-0.127608,2,satellite_51.509311_-0.127175.png,-146.9,321.9,False,353.835018052199
pano_1034,51.509434,-0.127608,3,satellite_51.509845_-0.128034.png,491.0,-316.7,False,584.2772372769625
pano_1034,51.509434,-0.127608,4,satellite_51.509845_-0.127175.png,491.0,321.9,False,587.1120932155972
pano_1035,51.508617,-0.128019,1,satellite_51.508776_-0.128034.png,189.9,-11.2,True,190.22999237764796
pano_1035,51.508617,-0.128019,2,satellite_51.508242_-0.128034.png,-448.0,-11.2,False,448.1399781318333
pano_1035,51.508617,-0.128019,3,satellite_51.508776_-0.127175.png,189.9,627.5,False,655.6052623339749
pano_1035,51.508617,-0.128019,4,satellite_51.508776_-0.128892.png,189.9,-649.1,False,676.3082285467182
pano_1036,51.50883,-0.129455,1,satellite_51.508776_-0.129750.png,-64.5,-219.3,True,228.58858239203462
pano_1036,51.50883,-0.129455,2,satellite_51.508776_-0.128892.png,-64.5,418.6,False,423.54009255323166
pano_1036,51.50883,-0.129455,3,satellite_51.509311_-0.129750.png,574.6,-219.3,False,615.0265441426086
pano_1036,51.50883,-0.129455,4,satellite_51.509311_-0.128892.png,574.6,418.6,False,710.908657986383
pano_1037,51.509453,-0.130029,1,satellite_51.509311_-0.129750.png,-169.6,207.4,True,267.91588232129874
pano_1037,51.509453,-0.130029,2,satellite_51.509311_-0.130608.png,-169.6,-430.5,False,462.7033715027372
pano_1037,51.509453,-0.130029,3,satellite_51.509845_-0.129750.png,468.3,207.4,False,512.1715044787244
pano_1037,51.509453,-0.130029,4,satellite_51.509845_-0.130608.png,468.3,-430.5,False,636.1093773872541
pano_1038,51.509435,-0.129986,1,satellite_51.509311_-0.129750.png,-148.1,175.5,True,229.6385420612141
pano_1038,51.509435,-0.129986,2,satellite_51.509311_-0.130608.png,-148.1,-462.5,False,485.63346260322714
pano_1038,51.509435,-0.129986,3,satellite_51.509845_-0.129750.png,489.8,175.5,False,520.2925042704344
pano_1038,51.509435,-0.129986,4,satellite_51.509845_-0.130608.png,489.8,-462.5,False,673.6544292142671
pano_1039,51.509372,-0.130668,1,satellite_51.509311_-0.130608.png,-72.9,44.6,True,85.46092674433153
pano_1039,51.509372,-0.130668,2,satellite_51.509845_-0.130608.png,565.1,44.6,False,566.8572748055723
pano_1039,51.509372,-0.130668,3,satellite_51.509311_-0.131467.png,-72.9,-594.1,False,598.5559455890485
pano_1039,51.509372,-0.130668,4,satellite_51.509311_-0.129750.png,-72.9,682.5,False,686.3822987228036
pano_104,51.507072,-0.128143,1,satellite_51.507174_-0.128034.png,121.8,81.0,True,146.27453640329884
pano_104,51.507072,-0.128143,2,satellite_51.506640_-0.128034.png,-516.0,81.0,False,522.3188681255924
pano_104,51.507072,-0.128143,3,satellite_51.507174_-0.128892.png,121.8,-556.9,False,570.0638999270169
pano_104,51.507072,-0.128143,4,satellite_51.507174_-0.127175.png,121.8,719.7,False,729.9337846681711
pano_1040,51.509496,-0.130774,1,satellite_51.509311_-0.130608.png,-221.0,123.4,True,253.11768014107588
pano_1040,51.509496,-0.130774,2,satellite_51.509845_-0.130608.png,416.9,123.4,False,434.7794498363509
pano_1040,51.509496,-0.130774,3,satellite_51.509311_-0.131467.png,-221.0,-515.3,False,560.6916175581725
pano_1040,51.509496,-0.130774,4,satellite_51.509845_-0.131467.png,416.9,-515.3,False,662.8270513489925
pano_1041,51.509797,-0.131025,1,satellite_51.509845_-0.130608.png,57.3,310.0,True,315.2511538440423
pano_1041,51.509797,-0.131025,2,satellite_51.509845_-0.131467.png,57.3,-328.6,False,333.55846563983357
pano_1041,51.509797,-0.131025,3,satellite_51.509311_-0.130608.png,-580.6,310.0,False,658.1765416664438
pano_1041,51.509797,-0.131025,4,satellite_51.509311_-0.131467.png,-580.6,-328.6,False,667.1389060757887
pano_1042,51.509463,-0.130746,1,satellite_51.509311_-0.130608.png,-181.6,102.6,True,208.579289480044
pano_1042,51.509463,-0.130746,2,satellite_51.509845_-0.130608.png,456.3,102.6,False,467.69268756310487
pano_1042,51.509463,-0.130746,3,satellite_51.509311_-0.131467.png,-181.6,-536.1,False,566.0227645598718
pano_1042,51.509463,-0.130746,4,satellite_51.509845_-0.131467.png,456.3,-536.1,False,703.9977982920117
pano_1043,51.509436,-0.13085,1,satellite_51.509311_-0.130608.png,-149.3,179.9,True,233.78301905827124
pano_1043,51.509436,-0.13085,2,satellite_51.509311_-0.131467.png,-149.3,-458.7,False,482.3859243385943
pano_1043,51.509436,-0.13085,3,satellite_51.509845_-0.130608.png,488.6,179.9,False,520.6668512590369
pano_1043,51.509436,-0.13085,4,satellite_51.509845_-0.131467.png,488.6,-458.7,False,670.1758351358246
pano_1044,51.50947,-0.13088,1,satellite_51.509311_-0.130608.png,-189.9,202.2,True,277.39295232575756
pano_1044,51.50947,-0.13088,2,satellite_51.509311_-0.131467.png,-189.9,-436.4,False,475.9274839720858
pano_1044,51.50947,-0.13088,3,satellite_51.509845_-0.130608.png,448.0,202.2,False,491.51687661768034
pano_1044,51.50947,-0.13088,4,satellite_51.509845_-0.131467.png,448.0,-436.4,False,625.4190275327414
pano_1045,51.509351,-0.130623,1,satellite_51.509311_-0.130608.png,-47.8,11.2,True,49.09460255465971
pano_1045,51.509351,-0.130623,2,satellite_51.509845_-0.130608.png,590.1,11.2,False,590.2062774996552
pano_1045,51.509351,-0.130623,3,satellite_51.509311_-0.131467.png,-47.8,-627.5,False,629.3179562033805
pano_1045,51.509351,-0.130623,4,satellite_51.509311_-0.129750.png,-47.8,649.1,False,650.8576265205779
pano_1046,51.507336,-0.13236,1,satellite_51.507174_-0.132325.png,-193.5,26.0,True,195.23895615373485
pano_1046,51.507336,-0.13236,2,satellite_51.507708_-0.132325.png,444.4,26.0,False,445.1599263186209
pano_1046,51.507336,-0.13236,3,satellite_51.507174_-0.133183.png,-193.5,-611.9,False,641.7662035352126
pano_1046,51.507336,-0.13236,4,satellite_51.507174_-0.131467.png,-193.5,664.0,False,691.6200185072726
pano_1047,51.507967,-0.127773,1,satellite_51.507708_-0.128034.png,-309.4,-194.1,True,365.2439869457127
pano_1047,51.507967,-0.127773,2,satellite_51.508242_-0.128034.png,328.5,-194.1,False,381.55872418279205
pano_1047,51.507967,-0.127773,3,satellite_51.507708_-0.127175.png,-309.4,444.6,False,541.6618133115902
pano_1047,51.507967,-0.127773,4,satellite_51.508242_-0.127175.png,328.5,444.6,False,552.7941841228071
pano_1048,51.508037,-0.128049,1,satellite_51.508242_-0.128034.png,244.9,11.2,True,245.1559707614726
pano_1048,51.508037,-0.128049,2,satellite_51.507708_-0.128034.png,-393.0,11.2,False,393.1595604840355
pano_1048,51.508037,-0.128049,3,satellite_51.508242_-0.128892.png,244.9,-626.8,False,672.9444627902068
pano_1048,51.508037,-0.128049,4,satellite_51.508242_-0.127175.png,244.9,649.8,False,694.4177777102196
pano_1049,51.507287,-0.128197,1,satellite_51.507174_-0.128034.png,-135.0,121.2,True,181.42337225396292
pano_1049,51.507287,-0.128197,2,satellite_51.507708_-0.128034.png,502.9,121.2,False,517.2986081558696
pano_1049,51.507287,-0.128197,3,satellite_51.507174_-0.128892.png,-135.0,-516.7,False,534.0448389414507
pano_1049,51.507287,-0.128197,4,satellite_51.507708_-0.128892.png,502.9,-516.7,False,721.0321074681765
pano_105,51.507158,-0.128058,1,satellite_51.507174_-0.128034.png,19.1,17.8,True,26.108427758101406
pano_105,51.507158,-0.128058,2,satellite_51.506640_-0.128034.png,-618.8,17.8,False,619.0559586984039
pano_105,51.507158,-0.128058,3,satellite_51.507174_-0.128892.png,19.1,-620.1,False,620.394084433435
pano_105,51.507158,-0.128058,4,satellite_51.507174_-0.127175.png,19.1,656.5,False,656.7777858606364
pano_1050,51.507317,-0.128285,1,satellite_51.507174_-0.128034.png,-170.8,186.6,True,252.966796240139
pano_1050,51.507317,-0.128285,2,satellite_51.507174_-0.128892.png,-170.8,-451.3,False,482.5394595263687
pano_1050,51.507317,-0.128285,3,satellite_51.507708_-0.128034.png,467.1,186.6,False,502.99301187988686
pano_1050,51.507317,-0.128285,4,satellite_51.507708_-0.128892.png,467.1,-451.3,False,649.5029638115595
pano_1051,51.507268,-0.128149,1,satellite_51.507174_-0.128034.png,-112.3,85.5,True,141.14368565401713
pano_1051,51.507268,-0.128149,2,satellite_51.507708_-0.128034.png,525.6,85.5,False,532.5087886598681
pano_1051,51.507268,-0.128149,3,satellite_51.507174_-0.128892.png,-112.3,-552.4,False,563.6994323218713
pano_1051,51.507268,-0.128149,4,satellite_51.507174_-0.127175.png,-112.3,724.2,False,732.855326786945
pano_1052,51.507333,-0.128292,1,satellite_51.507174_-0.128034.png,-189.9,191.8,True,269.9060021563063
pano_1052,51.507333,-0.128292,2,satellite_51.507174_-0.128892.png,-189.9,-446.1,False,484.8373129205301
pano_1052,51.507333,-0.128292,3,satellite_51.507708_-0.128034.png,448.0,191.8,False,487.33072958720754
pano_1052,51.507333,-0.128292,4,satellite_51.507708_-0.128892.png,448.0,-446.1,False,632.2256005572694
pano_1053,51.508752,-0.12489,1,satellite_51.508776_-0.124600.png,28.7,215.6,True,217.50183907268462
pano_1053,51.508752,-0.12489,2,satellite_51.508776_-0.125459.png,28.7,-423.1,False,424.07228157473344
pano_1053,51.508752,-0.12489,3,satellite_51.508242_-0.124600.png,-609.2,215.6,False,646.2259666711019
pano_1053,51.508752,-0.12489,4,satellite_51.509311_-0.124600.png,667.8,215.6,False,701.7408353516274
pano_1054,51.508577,-0.124577,1,satellite_51.508776_-0.124600.png,237.7,-17.1,True,238.31428828335072
